Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type
16,"GR Mitchell, RW Cox, J Paris","Shipboard Fluid System Diagnostic Indicators Using Non-Intrusive Load Monitoring",2007,"Naval Engineers ","Wiley Online Library","http://onlinelibrary.wiley.com/doi/10.1111/j.0028-1425.2007.00023.x/full","http://scholar.google.com/scholar?cites=16133835969889329496&as_sdt=2005&sciodt=0,5&hl=en&num=20",568,2015-03-25,""
16,"MS Tsai, YH Lin","Modern development of an adaptive non-intrusive appliance load monitoring system in electricity energy conservation",2012,"Applied Energy","Elsevier","http://www.sciencedirect.com/science/article/pii/S0306261911007240","http://scholar.google.com/scholar?cites=7781888873976585184&as_sdt=2005&sciodt=0,5&hl=en&num=20",593,2015-03-25,""
15,"M Zeifman, K Roth","Viterbi algorithm with sparse transitions (VAST) for nonintrusive load monitoring",2011," Applications In Smart Grid (CIASG), 2011 ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=5953328","http://scholar.google.com/scholar?cites=17189896791969164352&as_sdt=2005&sciodt=0,5&hl=en&num=20",22,2015-03-25,""
15,"D Rahayu, B Narayanaswamy","Learning to be energy-wise: discriminative methods for load disaggregation",2012," Meet (e-Energy), ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6221105","http://scholar.google.com/scholar?cites=8515674720273703232&as_sdt=2005&sciodt=0,5&hl=en&num=20",169,2015-03-25,""
15,"HH Chang, LS Lin, N Chen","Particle-Swarm-Optimization-Based Nonintrusive Demand Monitoring and Load Identification in Smart Meters",2013," , IEEE Transactions on","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6504752","http://scholar.google.com/scholar?cites=7894035270505645781&as_sdt=2005&sciodt=0,5&hl=en&num=20",281,2015-03-25,""
15,"YW Law, T Alpcan, VCS Lee, A Lo","Demand response architectures and load management algorithms for energy-efficient power grids: a survey",2012,"Knowledge, ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6405519","http://scholar.google.com/scholar?cites=5275417054376533990&as_sdt=2005&sciodt=0,5&hl=en&num=20",394,2015-03-25,""
14,"S Rahimi, ADC Chan","Usage monitoring of electrical devices in a smart home",2011,"Engineering in Medicine ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6091313","http://scholar.google.com/scholar?cites=6132474539973922319&as_sdt=2005&sciodt=0,5&hl=en&num=20",81,2015-03-25,""
14,"H Doukas, AG Papadopoulou, C Nychtis","Energy research and technology development data collection strategies: The case of Greece",2009," and Sustainable Energy ","Elsevier","http://www.sciencedirect.com/science/article/pii/S1364032108000026","http://scholar.google.com/scholar?cites=11320562423108600002&as_sdt=2005&sciodt=0,5&hl=en&num=20",246,2015-03-25,""
14,"D He, L Du, Y Yang, RG Harley","Front-end electronic circuit topology analysis for model-driven classification and monitoring of appliance loads in smart buildings",2012,"Smart Grid, IEEE ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6378417","http://scholar.google.com/scholar?cites=6152942375571923915&as_sdt=2005&sciodt=0,5&hl=en&num=20",272,2015-03-25,""
14,"S Yamagami, H Nakamura, A Meier","Non-intrusive submetering of residential gas appliances",1996,"ACEEE Summer Study on ","energy.lbl.gov","","http://scholar.google.com/scholar?cites=10676346607986128459&as_sdt=2005&sciodt=0,5&hl=en&num=20",356,2015-03-25,"HTML"
13,"L Jiang, S Luo, J Li","An approach of household power appliance monitoring based on machine learning",2012,"Intelligent Computation Technology and ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6150170","http://scholar.google.com/scholar?cites=2687365215397526384&as_sdt=2005&sciodt=0,5&hl=en&num=20",138,2015-03-25,""
13,"L Jiang, J Li, S Luo, J Jin, S West","Literature review of power disaggregation",2011,"Modelling, identification and ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=5973672","http://scholar.google.com/scholar?cites=2814057875277158336&as_sdt=2005&sciodt=0,5&hl=en&num=20",216,2015-03-25,""
13,"HH Chang, CL Lin, LS Weng","Application of artificial intelligence and non-intrusive energy-managing system to economic dispatch strategy for cogeneration system and utility",2009," Supported Cooperative Work in ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=4968147","http://scholar.google.com/scholar?cites=3902455379326820071&as_sdt=2005&sciodt=0,5&hl=en&num=20",431,2015-03-25,""
12,"A Ridi, C Gisler, J Hennebert","Automatic identification of electrical appliances using smart plugs",2013,"Systems, Signal Processing and ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6602380","http://scholar.google.com/scholar?cites=2999365873475788783&as_sdt=2005&sciodt=0,5&hl=en&num=20",168,2015-03-25,""
12,"AJ Stanford-Clark, GR Wightwick","The application of publish/subscribe messaging to environmental, monitoring, and control systems",2010,"IBM Journal of Research ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=5512821","http://scholar.google.com/scholar?cites=4357142778410527751&as_sdt=2005&sciodt=0,5&hl=en&num=20",496,2015-03-25,""
12,"C Beckel, W Kleiminger, T Staake, S Santini","Improving device-level electricity consumption breakdowns in private households using on/off events",2012,"ACM SIGBED Review","dl.acm.org","http://dl.acm.org/citation.cfm?id=2367586","http://scholar.google.com/scholar?cites=9329201813241330148&as_sdt=2005&sciodt=0,5&hl=en&num=20",590,2015-03-25,""
11,"C Gisler, A Ridi, D Zujferey, OA Khaled","Appliance consumption signature database and recognition test protocols",2013," Processing and their ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6602387","http://scholar.google.com/scholar?cites=11026499832409266820&as_sdt=2005&sciodt=0,5&hl=en&num=20",222,2015-03-25,""
11,"D Egarter, A Sobe, W Elmenreich","Evolving non-intrusive load monitoring",2013,"","Springer","","http://scholar.google.com/scholar?cites=371793409397635767&as_sdt=2005&sciodt=0,5&hl=en&num=20",233,2015-03-25,"BOOK"
11,"J Kelly, W Knottenbelt","UK-DALE': A dataset recording UK Domestic Appliance-Level Electricity demand and whole-house demand",2014,"arXiv preprint arXiv:1404.0284","arxiv.org","http://arxiv.org/abs/1404.0284","http://scholar.google.com/scholar?cites=1218058215590183287&as_sdt=2005&sciodt=0,5&hl=en&num=20",271,2015-03-25,""
11,"V Chaturvedi, J Eom, LE Clarke, PR Shukla","Long term building energy demand for India: Disaggregating end use energy services in an integrated assessment modeling framework",2014,"Energy Policy","Elsevier","http://www.sciencedirect.com/science/article/pii/S030142151200986X","http://scholar.google.com/scholar?cites=5856179940318938350&as_sdt=2005&sciodt=0,5&hl=en&num=20",305,2015-03-25,""
11,"J Strüker, F Kerschbaum","From a barrier to a bridge: data-privacy in deregulated smart grids",2012,"","aisel.aisnet.org","http://aisel.aisnet.org/icis2012/proceedings/BreakthroughIdeas/2/","http://scholar.google.com/scholar?cites=9260724518655156767&as_sdt=2005&sciodt=0,5&hl=en&num=20",401,2015-03-25,""
11,"R Siddiqui","Demand for energy and the revenue impact of changes in energy prices",1999,"Working Papers & Research Reports","pide.org.pk","","http://scholar.google.com/scholar?cites=4526532668150765518&as_sdt=2005&sciodt=0,5&hl=en&num=20",445,2015-03-25,"PDF"
11,"YH Lin, MS Tsai, CS Chen","Applications of fuzzy classification with fuzzy c-means clustering and optimization strategies for load identification in nilm systems",2011,"Fuzzy Systems (FUZZ), 2011 IEEE ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6007393","http://scholar.google.com/scholar?cites=14150230139286570745&as_sdt=2005&sciodt=0,5&hl=en&num=20",504,2015-03-25,""
11,"Y Cao, T Jiang, Q Zhang","Reducing electricity cost of smart appliances via energy buffering framework in smart grid",2012,"Parallel and Distributed Systems, ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6189338","http://scholar.google.com/scholar?cites=16480472046474563933&as_sdt=2005&sciodt=0,5&hl=en&num=20",517,2015-03-25,""
10,"S Pattem","Unsupervised disaggregation for non-intrusive load monitoring",2012,"Machine Learning and Applications (ICMLA), 2012 ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6406788","http://scholar.google.com/scholar?cites=490858933029621254&as_sdt=2005&sciodt=0,5&hl=en&num=20",187,2015-03-25,""
10,"W Wichakool, AT Avestruz, RW Cox","Resolving power consumption of variable power electronic loads using nonintrusive monitoring",2007," , 2007. PESC 2007. ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=4342456","http://scholar.google.com/scholar?cites=3826494637337219279&as_sdt=2005&sciodt=0,5&hl=en&num=20",221,2015-03-25,""
10,"M Pipattanasomporn, M Kuzlu","Load profiles of selected major household appliances and their demand response opportunities",2014,"Smart Grid, IEEE ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6576261","http://scholar.google.com/scholar?cites=14661888182705671094&as_sdt=2005&sciodt=0,5&hl=en&num=20",402,2015-03-25,""
9,"G Hart","Advances in nonintrusive appliance load monitoring",1991,"Proceedings of EPRI Information and Automation ","","","http://scholar.google.com/scholar?cites=5872143297002138628&as_sdt=2005&sciodt=0,5&hl=en&num=20",24,2015-03-25,"CITATION"
9,"R Dong, L Ratliff, H Ohlsson, SS Sastry","Fundamental limits of nonintrusive load monitoring",2014,"Proceedings of the 3rd ","dl.acm.org","http://dl.acm.org/citation.cfm?id=2566471","http://scholar.google.com/scholar?cites=954569453835153610&as_sdt=2005&sciodt=0,5&hl=en&num=20",25,2015-03-25,""
9,"MS Tsai, YH Lin","Development of a non-intrusive monitoring technique for appliance'identification in electricity energy management",2011,"Advanced Power System Automation and ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6180394","http://scholar.google.com/scholar?cites=12010595342722810225&as_sdt=2005&sciodt=0,5&hl=en&num=20",299,2015-03-25,""
9,"D Benyoucef, P Klein, T Bier","Smart Meter with non-intrusive load monitoring for use in Smart Homes",2010,"Energy Conference and ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=5771810","http://scholar.google.com/scholar?cites=16953142747181945327&as_sdt=2005&sciodt=0,5&hl=en&num=20",377,2015-03-25,""
9,"Y Jin, E Tebekaemi, M Berges, L Soibelman","Robust adaptive event detection in non-intrusive load monitoring for energy aware smart facilities.",2011,"ICASSP","mirlab.org","","http://scholar.google.com/scholar?cites=17757470661539301736&as_sdt=2005&sciodt=0,5&hl=en&num=20",408,2015-03-25,"PDF"
9,"D Zufferey, C Gisler, OA Khaled","Machine learning approaches for electric appliance classification",2012," , Signal Processing and ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6310651","http://scholar.google.com/scholar?cites=8830487599568734790&as_sdt=2005&sciodt=0,5&hl=en&num=20",448,2015-03-25,""
8,"GW Hart","Prototype nonintrusive appliance load monitor",1985,"","MIT LEES progress report, EPRI ","","http://scholar.google.com/scholar?cites=17599242717814379822&as_sdt=2005&sciodt=0,5&hl=en&num=20",26,2015-03-25,"CITATION"
8,"C Duarte, P Delmar, KW Goossen","Non-intrusive load monitoring based on switching voltage transients and wavelet transforms",2012,"Future of ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6378333","http://scholar.google.com/scholar?cites=11691098311217912144&as_sdt=2005&sciodt=0,5&hl=en&num=20",134,2015-03-25,""
8,"P Ducange, F Marcelloni","A novel approach based on finite-state machines with fuzzy transitions for nonintrusive home appliance monitoring",2014,"Industrial Informatics, IEEE ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6732883","http://scholar.google.com/scholar?cites=5538936665211005429&as_sdt=2005&sciodt=0,5&hl=en&num=20",150,2015-03-25,""
8,"Y Yi-Xin, L Peng, Z Chun-Liu","Non-intrusive method for on-line power load decomposition",2008,"Electricity Distribution, 2008. ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=5211781","http://scholar.google.com/scholar?cites=688486325245258489&as_sdt=2005&sciodt=0,5&hl=en&num=20",239,2015-03-25,""
8,"YC Su, KL Lian, HH Chang","Feature Selection of Non-intrusive Load Monitoring System Using STFT and Wavelet Transform",2011,"e-Business Engineering (ICEBE), ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6104631","http://scholar.google.com/scholar?cites=13165060004048596061&as_sdt=2005&sciodt=0,5&hl=en&num=20",308,2015-03-25,""
8,"YC Chen, YL Ko, WC Peng, WC Lee","Mining appliance usage patterns in smart home environment",2013,"Advances in Knowledge Discovery ","Springer","http://link.springer.com/chapter/10.1007/978-3-642-37453-1_9","http://scholar.google.com/scholar?cites=10205217043618544888&as_sdt=2005&sciodt=0,5&hl=en&num=20",315,2015-03-25,""
8,"HH Chang","Load identification of non-intrusive load-monitoring system in smart home",2010,"WSEAS Transactions on Systems","wseas.us","","http://scholar.google.com/scholar?cites=7856410933134462198&as_sdt=2005&sciodt=0,5&hl=en&num=20",334,2015-03-25,"PDF"
8,"HH Chang, PC Chien, LS Lin","Feature extraction of non-intrusive load-monitoring system using genetic algorithm in smart meters",2011,"e-Business Engineering ( ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6104632","http://scholar.google.com/scholar?cites=9618350542598171682&as_sdt=2005&sciodt=0,5&hl=en&num=20",369,2015-03-25,""
8,"S Giri, M Bergés, A Rowe","Towards automated appliance recognition using an EMF sensor in NILM platforms",2013,"Advanced Engineering Informatics","Elsevier","http://www.sciencedirect.com/science/article/pii/S1474034613000268","http://scholar.google.com/scholar?cites=18349105386018714207&as_sdt=2005&sciodt=0,5&hl=en&num=20",395,2015-03-25,""
8,"L Du, JA Restrepo, Y Yang, RG Harley","Nonintrusive, self-organizing, and probabilistic classification and identification of plugged-in electric loads",2013,"Smart Grid, IEEE ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6558874","http://scholar.google.com/scholar?cites=1476371579135683028&as_sdt=2005&sciodt=0,5&hl=en&num=20",440,2015-03-25,""
8,"P Yi, A Iwayemi, C Zhou","Building automation networks for smart grids",2011,"International Journal of Digital Multimedia ","hindawi.com","http://www.hindawi.com/journals/ijdmb/2011/926363/abs/","http://scholar.google.com/scholar?cites=4801994241645780688&as_sdt=2005&sciodt=0,5&hl=en&num=20",584,2015-03-25,""
7,"JF Martins, R Lopes, C Lima","A novel nonintrusive load monitoring system based on the S-Transform",2012," of Electrical and ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6231777","http://scholar.google.com/scholar?cites=5188474143331598492&as_sdt=2005&sciodt=0,5&hl=en&num=20",27,2015-03-25,""
7,"J Kelly, W Knottenbelt","Metadata for energy disaggregation",2014,"Computer Software and Applications ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6903193","http://scholar.google.com/scholar?cites=13903992432499228335&as_sdt=2005&sciodt=0,5&hl=en&num=20",28,2015-03-25,""
7,"R Dong, L Ratliff, H Ohlsson","A dynamical systems approach to energy disaggregation",2013,"Decision and Control ( ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6760891","http://scholar.google.com/scholar?cites=2492673454902816100&as_sdt=2005&sciodt=0,5&hl=en&num=20",29,2015-03-25,""
7,"YH Lin, MS Tsai","Applications of hierarchical support vector machines for identifying load operation in nonintrusive load monitoring systems",2011," Control and Automation (WCICA), 2011 9th ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=5970603","http://scholar.google.com/scholar?cites=648458706571365666&as_sdt=2005&sciodt=0,5&hl=en&num=20",31,2015-03-25,""
7,"K Chahine, KEK Drissi, C Pasquier, K Kerroum","Electric load disaggregation in smart metering using a novel feature extraction method and supervised classification",2011,"Energy Procedia","Elsevier","","http://scholar.google.com/scholar?cites=1068342730011801689&as_sdt=2005&sciodt=0,5&hl=en&num=20",62,2015-03-25,"HTML"
7,"AS Bouhouras, AN Milioudis","Load signatures improvement through the determination of a spectral distribution coefficient for load identification",2012," Energy Market (EEM ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6254662","http://scholar.google.com/scholar?cites=4462768655771639281&as_sdt=2005&sciodt=0,5&hl=en&num=20",241,2015-03-25,""
